Fecha;Hora;Magnitud;Latitud;Longitud;Profundidad;localizacion;Estado
13/08/2022;12:08:53 a. m.;3.30;17.06;-99.00;45.00;SAN MARCOS;GRO
13/08/2022;12:10:28 a. m.;3.70;15.45;-94.74;15.00;SALINA CRUZ;OAX
13/08/2022;01:16:45 a. m.;3.60;15.46;-94.66;17.00;SALINA CRUZ;OAX
13/08/2022;01:19:49 a. m.;3.60;16.08;-95.44;12.00;SALINA CRUZ;OAX
13/08/2022;01:38:04 a. m.;3.20;31.50;-115.52;20.00;SAN FELIPE;BC
13/08/2022;01:38:51 a. m.;3.20;31.50;-115.54;20.00;SAN FELIPE;BC
13/08/2022;01:42:54 a. m.;3.50;16.64;-93.66;143.00;CINTALAPA;CHIS
13/08/2022;01:59:54 a. m.;3.40;17.11;-100.87;4.00;TECPAN;GRO
13/08/2022;02:29:55 a. m.;3.00;16.20;-97.54;11.00;RIO GRANDE;OAX
13/08/2022;02:35:45 a. m.;3.80;15.67;-96.77;17.00;S PEDRO POCHUTLA;OAX
13/08/2022;02:48:16 a. m.;3.30;16.02;-97.12;25.00;PUERTO ESCONDIDO;OAX
13/08/2022;02:55:17 a. m.;3.50;16.99;-99.87;13.00;ACAPULCO;GRO
13/08/2022;03:12:35 a. m.;3.50;16.92;-100.03;5.00;COYUCA DE BENITEZ;GRO
13/08/2022;03:41:31 a. m.;3.80;15.38;-94.73;16.00;SALINA CRUZ;OAX
13/08/2022;03:50:14 a. m.;3.50;16.63;-99.09;13.00;SAN MARCOS;GRO
13/08/2022;03:54:45 a. m.;3.40;16.03;-97.67;15.00;RIO GRANDE;OAX
13/08/2022;04:08:32 a. m.;3.70;17.19;-95.19;110.00;MATIAS ROMERO;OAX
13/08/2022;04:33:50 a. m.;3.30;16.89;-99.98;5.00;ACAPULCO;GRO
13/08/2022;04:35:36 a. m.;3.20;16.12;-97.21;36.00;RIO GRANDE;OAX
13/08/2022;04:47:15 a. m.;3.40;32.50;-115.14;10.00;GPE VICTORIA(KM.43);BC
13/08/2022;04:49:47 a. m.;3.00;32.44;-115.30;5.00;GPE VICTORIA(KM.43);BC
13/08/2022;05:23:57 a. m.;3.20;16.16;-97.55;17.00;RIO GRANDE;OAX
13/08/2022;05:29:57 a. m.;3.60;31.57;-117.19;17.00;RODOLFO SANCHEZ T(MRO);BC
13/08/2022;05:31:02 a. m.;4.00;17.49;-94.95;137.00;SAYULA DE ALEMAN;VER
13/08/2022;07:03:18 a. m.;3.90;16.86;-100.01;2.00;ACAPULCO;GRO
13/08/2022;07:06:57 a. m.;3.40;17.13;-100.03;31.00;COYUCA DE BENITEZ;GRO
13/08/2022;07:13:03 a. m.;3.10;17.01;-100.04;36.00;COYUCA DE BENITEZ;GRO
13/08/2022;07:24:06 a. m.;3.90;17.08;-95.22;51.00;MATIAS ROMERO;OAX
13/08/2022;07:24:34 a. m.;3.50;17.17;-100.03;29.00;COYUCA DE BENITEZ;GRO
13/08/2022;07:37:28 a. m.;3.90;15.17;-94.82;22.00;SALINA CRUZ;OAX
13/08/2022;08:00:20 a. m.;1.90;22.79;-102.60;4.00;ZACATECAS;ZAC
13/08/2022;08:00:31 a. m.;3.30;17.20;-100.02;22.00;COYUCA DE BENITEZ;GRO
13/08/2022;08:28:28 a. m.;3.50;16.16;-97.62;14.00;RIO GRANDE;OAX
13/08/2022;08:31:48 a. m.;3.10;19.69;-104.09;54.00;EL GRULLO;JAL
13/08/2022;08:37:47 a. m.;3.10;17.72;-98.30;61.00;TLAPA;GRO
13/08/2022;09:43:09 a. m.;3.80;17.00;-94.83;125.00;MATIAS ROMERO;OAX
13/08/2022;09:54:43 a. m.;3.60;18.13;-103.27;10.00;COALCOMAN;MICH
13/08/2022;10:31:11 a. m.;3.40;31.17;-115.87;20.00;VICENTE GUERRERO;BC
13/08/2022;10:52:24 a. m.;4.00;16.77;-94.47;120.00;UNION HIDALGO;OAX
13/08/2022;11:36:21 a. m.;3.60;17.43;-97.48;3.00;H TLAXIACO;OAX
13/08/2022;11:45:48 a. m.;3.60;16.38;-98.23;19.00;PINOTEPA NACIONAL;OAX
13/08/2022;11:58:52 a. m.;3.40;27.52;-111.53;8.00;SANTA ROSALIA;BCS
13/08/2022;12:14:56 p. m.;3.90;14.96;-94.21;16.00;TONALA;CHIS
13/08/2022;02:16:52 p. m.;3.80;17.59;-94.78;6.00;SAYULA DE ALEMAN;VER
13/08/2022;02:25:27 p. m.;3.80;14.88;-92.64;81.00;HUIXTLA;CHIS
13/08/2022;02:33:52 p. m.;3.20;17.09;-100.40;39.00;ATOYAC DE ALVAREZ;GRO
13/08/2022;02:56:34 p. m.;3.70;15.60;-96.50;16.00;S PEDRO POCHUTLA;OAX
13/08/2022;03:07:30 p. m.;3.80;17.54;-94.70;17.00;SAYULA DE ALEMAN;VER
13/08/2022;03:18:34 p. m.;3.60;15.10;-94.86;20.00;SALINA CRUZ;OAX
13/08/2022;03:25:05 p. m.;3.60;15.95;-97.75;17.00;RIO GRANDE;OAX
13/08/2022;04:30:20 p. m.;4.00;19.74;-101.09;5.00;MORELIA;MICH
13/08/2022;04:38:44 p. m.;3.50;18.53;-105.71;10.00;CIHUATLAN;JAL
13/08/2022;05:56:30 p. m.;3.90;27.53;-111.54;10.00;SANTA ROSALIA;BCS
13/08/2022;06:19:47 p. m.;3.30;18.00;-99.46;56.00;CD DE HUITZUCO;GRO
13/08/2022;06:24:09 p. m.;3.20;16.06;-97.88;13.00;PINOTEPA NACIONAL;OAX
13/08/2022;07:47:54 p. m.;3.30;16.24;-98.04;3.00;PINOTEPA NACIONAL;OAX
13/08/2022;07:52:41 p. m.;2.90;19.03;-98.68;1.00;OZUMBA;MEX
13/08/2022;08:57:26 p. m.;3.50;16.17;-98.23;10.00;PINOTEPA NACIONAL;OAX
13/08/2022;09:11:40 p. m.;3.40;16.21;-98.01;14.00;PINOTEPA NACIONAL;OAX
13/08/2022;10:50:04 p. m.;3.70;16.69;-98.86;10.00;OMETEPEC;GRO
13/08/2022;10:56:03 p. m.;3.60;20.79;-103.36;10.00;ZAPOPAN;JAL
13/08/2022;11:12:24 p. m.;3.40;17.52;-95.31;105.00;J RODRIGUEZ CLARA;VER
13/08/2022;11:13:51 p. m.;3.80;15.26;-94.69;16.00;SALINA CRUZ;OAX
13/08/2022;11:34:32 p. m.;3.80;15.20;-94.79;16.00;SALINA CRUZ;OAX
14/08/2022;12:23:12 a. m.;3.80;16.00;-94.27;71.00;ARRIAGA ;CHIS
14/08/2022;12:51:57 a. m.;3.90;15.71;-94.96;16.00;SALINA CRUZ;OAX
14/08/2022;01:13:16 a. m.;3.40;15.87;-98.21;10.00;PINOTEPA NACIONAL;OAX
14/08/2022;01:52:32 a. m.;3.10;16.54;-98.52;6.00;OMETEPEC;GRO
14/08/2022;02:57:49 a. m.;3.60;16.95;-99.07;41.00;SAN MARCOS;GRO
14/08/2022;04:17:35 a. m.;3.10;16.19;-97.29;32.00;RIO GRANDE;OAX
14/08/2022;04:21:08 a. m.;3.80;15.41;-94.71;17.00;SALINA CRUZ;OAX
14/08/2022;04:56:18 a. m.;3.50;16.38;-96.07;73.00;MIAHUATLAN;OAX
14/08/2022;05:09:01 a. m.;3.50;17.41;-100.75;8.00;TECPAN;GRO
14/08/2022;05:32:10 a. m.;3.60;16.65;-99.51;4.00;SAN MARCOS;GRO
14/08/2022;05:41:09 a. m.;3.30;19.28;-103.96;79.00;COQUIMATLAN;COL
14/08/2022;06:08:29 a. m.;3.50;19.36;-105.26;12.00;CIHUATLAN;JAL
14/08/2022;06:11:33 a. m.;3.30;19.35;-105.26;11.00;CIHUATLAN;JAL
14/08/2022;06:50:48 a. m.;3.40;19.20;-105.31;4.00;CIHUATLAN;JAL
14/08/2022;06:58:21 a. m.;3.60;17.00;-100.75;5.00;TECPAN;GRO
14/08/2022;07:28:08 a. m.;3.60;27.60;-111.60;12.00;SANTA ROSALIA;BCS
14/08/2022;07:28:39 a. m.;3.30;16.42;-98.38;3.00;OMETEPEC;GRO
14/08/2022;07:29:42 a. m.;3.70;15.80;-97.01;9.00;PUERTO ESCONDIDO;OAX
14/08/2022;07:59:44 a. m.;3.40;15.18;-93.03;93.00;MAPASTEPEC;CHIS
14/08/2022;08:01:02 a. m.;3.60;27.60;-111.64;10.00;SANTA ROSALIA;BCS
14/08/2022;08:05:51 a. m.;3.50;16.04;-95.04;18.00;SALINA CRUZ;OAX
14/08/2022;08:06:36 a. m.;3.50;18.96;-105.43;5.00;CIHUATLAN;JAL
14/08/2022;08:12:59 a. m.;3.50;18.34;-102.04;16.00;LAS GUACAMAYAS;MICH
14/08/2022;08:36:08 a. m.;3.40;18.90;-104.61;9.00;MANZANILLO;COL
14/08/2022;08:47:35 a. m.;3.70;18.39;-104.68;10.00;MANZANILLO;COL
14/08/2022;09:06:27 a. m.;3.60;16.15;-98.18;14.00;PINOTEPA NACIONAL;OAX
14/08/2022;09:35:48 a. m.;3.20;16.17;-97.55;10.00;RIO GRANDE;OAX
14/08/2022;09:57:25 a. m.;3.60;15.59;-96.17;19.00;CRUCECITA;OAX
14/08/2022;10:17:11 a. m.;2.90;17.01;-99.57;39.00;SAN MARCOS;GRO
14/08/2022;10:32:12 a. m.;3.20;16.09;-97.56;16.00;RIO GRANDE;OAX
14/08/2022;11:10:39 a. m.;1.70;22.80;-102.59;1.00;ZACATECAS;ZAC
14/08/2022;11:47:30 a. m.;3.20;16.26;-98.19;14.00;PINOTEPA NACIONAL;OAX
14/08/2022;12:28:05 p. m.;3.20;17.11;-99.66;55.00;ACAPULCO;GRO
14/08/2022;12:52:57 p. m.;3.40;32.12;-116.70;26.00;ENSENADA;BC
14/08/2022;12:56:23 p. m.;3.90;15.27;-94.94;16.00;SALINA CRUZ;OAX
14/08/2022;01:18:19 p. m.;3.50;18.13;-103.42;7.00;COALCOMAN;MICH
14/08/2022;01:32:58 p. m.;3.70;16.27;-97.46;27.00;RIO GRANDE;OAX
14/08/2022;01:36:52 p. m.;3.50;17.32;-95.04;131.00;MATIAS ROMERO;OAX
14/08/2022;01:55:09 p. m.;3.40;15.67;-96.39;30.00;S PEDRO POCHUTLA;OAX
14/08/2022;02:03:22 p. m.;3.90;16.32;-94.67;85.00;UNION HIDALGO;OAX
14/08/2022;02:24:14 p. m.;3.60;16.91;-99.76;22.00;ACAPULCO;GRO
14/08/2022;02:39:44 p. m.;3.50;20.30;-105.14;5.00;PUERTO VALLARTA;JAL
14/08/2022;03:15:31 p. m.;3.50;14.72;-92.22;110.00;CD HIDALGO;CHIS
14/08/2022;03:16:20 p. m.;3.40;16.46;-98.58;14.00;OMETEPEC;GRO
14/08/2022;03:45:20 p. m.;3.40;19.58;-104.09;6.00;EL GRULLO;JAL
14/08/2022;03:53:16 p. m.;3.40;16.74;-99.59;3.00;SAN MARCOS;GRO
14/08/2022;03:57:53 p. m.;3.90;18.02;-102.22;5.00;LAS GUACAMAYAS;MICH
14/08/2022;04:20:52 p. m.;3.50;15.41;-94.84;47.00;SALINA CRUZ;OAX
14/08/2022;04:31:43 p. m.;3.50;15.99;-93.32;127.00;VILLAFLORES;CHIS
14/08/2022;04:44:37 p. m.;3.10;16.02;-97.53;23.00;RIO GRANDE;OAX
14/08/2022;05:51:33 p. m.;3.60;17.14;-94.88;53.00;MATIAS ROMERO;OAX
14/08/2022;06:37:33 p. m.;3.30;19.35;-102.75;46.00;TEPALCATEPEC;MICH
14/08/2022;07:14:03 p. m.;3.00;16.81;-99.31;47.00;SAN MARCOS;GRO
14/08/2022;08:09:04 p. m.;3.00;16.40;-98.50;5.00;OMETEPEC;GRO
14/08/2022;08:11:24 p. m.;3.50;17.08;-94.99;129.00;MATIAS ROMERO;OAX
14/08/2022;08:59:14 p. m.;3.50;16.58;-96.13;67.00;TLACOLULA;OAX
14/08/2022;09:11:58 p. m.;3.40;16.81;-100.31;10.00;COYUCA DE BENITEZ;GRO
14/08/2022;09:24:09 p. m.;3.60;24.65;-109.13;16.00;GUASAVE;SIN
14/08/2022;09:30:56 p. m.;3.40;16.39;-98.29;18.00;PINOTEPA NACIONAL;OAX
14/08/2022;11:17:52 p. m.;3.90;15.49;-95.40;16.00;SALINA CRUZ;OAX
14/08/2022;11:30:37 p. m.;3.40;16.85;-97.71;3.00;H TLAXIACO;OAX
14/08/2022;11:40:46 p. m.;3.70;16.99;-94.81;126.00;MATIAS ROMERO;OAX
14/08/2022;11:40:59 p. m.;3.50;17.87;-99.54;55.00;ZUMPANGO DEL RIO;GRO
15/08/2022;12:08:19 a. m.;3.20;16.22;-99.83;10.00;ACAPULCO;GRO
15/08/2022;12:29:12 a. m.;3.50;18.14;-103.19;11.00;COALCOMAN;MICH
15/08/2022;12:59:00 a. m.;3.80;17.87;-105.92;10.00;CIHUATLAN;JAL
15/08/2022;12:59:30 a. m.;3.00;16.74;-97.61;9.00;H TLAXIACO;OAX
15/08/2022;01:12:34 a. m.;3.60;16.23;-98.25;14.00;PINOTEPA NACIONAL;OAX
15/08/2022;01:13:12 a. m.;3.70;14.35;-93.16;12.00;HUIXTLA;CHIS
15/08/2022;01:43:48 a. m.;3.50;16.43;-97.97;24.00;PINOTEPA NACIONAL;OAX
15/08/2022;01:44:49 a. m.;3.30;16.02;-97.55;15.00;RIO GRANDE;OAX
15/08/2022;01:55:51 a. m.;3.50;22.78;-102.57;2.00;ZACATECAS;ZAC
15/08/2022;02:01:48 a. m.;3.70;15.56;-95.69;10.00;CRUCECITA;OAX
15/08/2022;02:13:20 a. m.;3.40;18.40;-103.22;10.00;COALCOMAN;MICH
15/08/2022;02:17:27 a. m.;3.60;19.05;-104.61;10.00;CIHUATLAN;JAL
15/08/2022;02:35:02 a. m.;1.50;22.80;-102.59;5.00;ZACATECAS;ZAC
15/08/2022;02:50:55 a. m.;3.60;17.07;-94.80;127.00;MATIAS ROMERO;OAX
15/08/2022;03:13:06 a. m.;3.80;16.86;-94.84;111.00;MATIAS ROMERO;OAX
15/08/2022;04:34:33 a. m.;3.50;16.55;-98.48;7.00;OMETEPEC;GRO
15/08/2022;04:39:12 a. m.;3.30;17.03;-99.55;29.00;SAN MARCOS;GRO
15/08/2022;04:41:00 a. m.;3.20;16.81;-99.62;10.00;SAN MARCOS;GRO
15/08/2022;04:48:13 a. m.;3.90;25.33;-106.79;7.00;CULIACAN;SIN
15/08/2022;04:51:38 a. m.;3.50;17.65;-99.63;4.00;ZUMPANGO DEL RIO;GRO
15/08/2022;04:53:22 a. m.;3.60;16.18;-99.10;16.00;SAN MARCOS;GRO
15/08/2022;05:11:33 a. m.;3.80;14.20;-92.69;30.00;CD HIDALGO;CHIS
15/08/2022;05:19:44 a. m.;3.90;16.76;-94.09;127.00;CINTALAPA;CHIS
15/08/2022;05:56:07 a. m.;4.00;16.96;-93.80;177.00;CINTALAPA;CHIS
15/08/2022;06:40:19 a. m.;3.80;16.79;-98.95;29.00;SAN MARCOS;GRO
15/08/2022;06:56:02 a. m.;3.30;16.18;-98.37;7.00;PINOTEPA NACIONAL;OAX
15/08/2022;08:00:24 a. m.;3.20;19.18;-104.09;10.00;MANZANILLO;COL
15/08/2022;08:12:15 a. m.;3.70;19.16;-104.82;4.00;CIHUATLAN;JAL
15/08/2022;08:44:53 a. m.;3.70;15.83;-93.61;97.00;TONALA;CHIS
15/08/2022;08:50:23 a. m.;2.90;16.57;-99.34;8.00;SAN MARCOS;GRO
15/08/2022;09:44:48 a. m.;3.70;16.71;-99.65;3.00;SAN MARCOS;GRO
15/08/2022;09:56:47 a. m.;3.50;15.96;-96.99;11.00;PUERTO ESCONDIDO;OAX
15/08/2022;11:42:07 a. m.;4.00;15.77;-96.55;23.00;S PEDRO POCHUTLA;OAX
15/08/2022;11:52:24 a. m.;3.60;16.82;-99.78;5.00;ACAPULCO;GRO
15/08/2022;01:33:40 p. m.;3.40;15.58;-96.75;6.00;S PEDRO POCHUTLA;OAX
15/08/2022;01:56:44 p. m.;3.50;16.75;-99.65;5.00;SAN MARCOS;GRO
15/08/2022;01:58:05 p. m.;3.80;17.73;-102.15;5.00;CD LAZARO CARDENAS;MICH
15/08/2022;02:48:37 p. m.;3.70;16.99;-100.53;5.00;ATOYAC DE ALVAREZ;GRO
15/08/2022;03:26:49 p. m.;3.70;15.46;-98.52;17.00;PINOTEPA NACIONAL;OAX
15/08/2022;04:29:59 p. m.;3.90;15.96;-94.93;16.00;SALINA CRUZ;OAX
15/08/2022;04:34:07 p. m.;2.90;19.65;-104.33;45.00;CASIMIRO CASTILLO;JAL
15/08/2022;04:57:04 p. m.;3.10;15.99;-97.58;14.00;RIO GRANDE;OAX
15/08/2022;05:41:49 p. m.;3.90;16.07;-94.42;78.00;ARRIAGA ;CHIS
15/08/2022;06:19:29 p. m.;1.20;22.77;-102.62;2.00;ZACATECAS;ZAC
15/08/2022;07:03:27 p. m.;3.90;15.25;-94.67;16.00;SALINA CRUZ;OAX
15/08/2022;07:22:27 p. m.;3.10;19.67;-104.29;53.00;AUTLAN DE NAVARRO;JAL
15/08/2022;07:28:16 p. m.;3.40;19.80;-104.01;40.00;EL GRULLO;JAL
15/08/2022;07:57:21 p. m.;3.70;16.97;-100.06;5.00;COYUCA DE BENITEZ;GRO
15/08/2022;08:32:22 p. m.;3.30;19.78;-104.11;2.00;EL GRULLO;JAL
15/08/2022;08:59:01 p. m.;4.10;18.83;-107.18;9.00;CIHUATLAN;JAL
15/08/2022;08:59:34 p. m.;3.80;16.28;-93.32;151.00;VILLAFLORES;CHIS
15/08/2022;09:12:48 p. m.;3.30;18.35;-102.46;16.00;LA MIRA;MICH
15/08/2022;09:14:45 p. m.;3.40;16.49;-98.58;14.00;OMETEPEC;GRO
15/08/2022;09:30:16 p. m.;3.20;16.13;-95.52;45.00;SALINA CRUZ;OAX
15/08/2022;10:11:55 p. m.;3.70;15.38;-94.74;16.00;SALINA CRUZ;OAX
15/08/2022;10:21:57 p. m.;3.30;18.11;-103.26;12.00;COALCOMAN;MICH
15/08/2022;10:29:58 p. m.;3.10;16.91;-99.24;16.00;SAN MARCOS;GRO
15/08/2022;10:58:09 p. m.;3.10;16.13;-97.45;35.00;RIO GRANDE;OAX
15/08/2022;11:16:16 p. m.;3.20;16.24;-98.05;8.00;PINOTEPA NACIONAL;OAX
15/08/2022;11:19:05 p. m.;3.90;17.25;-95.41;114.00;MATIAS ROMERO;OAX
15/08/2022;11:24:31 p. m.;3.90;14.50;-93.73;10.00;MAPASTEPEC;CHIS
15/08/2022;11:26:41 p. m.;3.20;16.60;-94.98;100.00;CD IXTEPEC;OAX
15/08/2022;11:37:48 p. m.;3.30;18.17;-99.92;55.00;TELOLOAPAN;GRO
16/08/2022;12:02:54 a. m.;3.20;16.58;-98.98;9.00;SAN MARCOS;GRO
16/08/2022;12:08:06 a. m.;3.00;16.22;-98.35;2.00;PINOTEPA NACIONAL;OAX
16/08/2022;12:09:32 a. m.;3.50;16.57;-98.48;3.00;OMETEPEC;GRO
16/08/2022;12:27:42 a. m.;3.70;16.27;-95.15;21.00;S BLAS ATEMPA;OAX
16/08/2022;12:44:20 a. m.;3.70;15.99;-100.83;10.00;COYUCA DE BENITEZ;GRO
16/08/2022;01:04:47 a. m.;3.70;16.13;-95.52;24.00;SALINA CRUZ;OAX
16/08/2022;01:49:40 a. m.;3.10;16.65;-98.50;16.00;OMETEPEC;GRO
16/08/2022;02:01:00 a. m.;3.00;16.54;-98.41;5.00;OMETEPEC;GRO
16/08/2022;03:45:12 a. m.;2.80;16.72;-99.30;19.00;SAN MARCOS;GRO
16/08/2022;03:46:38 a. m.;3.40;15.17;-92.69;116.00;HUIXTLA;CHIS
16/08/2022;04:24:29 a. m.;3.60;15.96;-93.73;85.00;TONALA;CHIS
16/08/2022;04:29:38 a. m.;3.70;16.10;-97.52;13.00;RIO GRANDE;OAX
16/08/2022;04:31:53 a. m.;3.20;16.26;-97.82;7.00;PINOTEPA NACIONAL;OAX
16/08/2022;05:11:46 a. m.;3.10;16.10;-97.49;12.00;RIO GRANDE;OAX
16/08/2022;05:13:59 a. m.;4.00;16.21;-95.57;15.00;TEHUANTEPEC;OAX
16/08/2022;05:56:06 a. m.;3.50;16.87;-100.21;5.00;COYUCA DE BENITEZ;GRO
16/08/2022;06:46:58 a. m.;3.10;16.58;-99.11;21.00;SAN MARCOS;GRO
16/08/2022;06:50:55 a. m.;3.50;16.83;-100.42;4.00;COYUCA DE BENITEZ;GRO
16/08/2022;06:54:45 a. m.;3.50;18.95;-104.50;5.00;MANZANILLO;COL
16/08/2022;07:06:57 a. m.;3.70;16.26;-98.11;10.00;PINOTEPA NACIONAL;OAX
16/08/2022;07:15:50 a. m.;4.00;15.65;-95.03;19.00;SALINA CRUZ;OAX
16/08/2022;07:23:19 a. m.;3.80;17.40;-101.04;16.00;PETATLAN;GRO
16/08/2022;09:24:16 a. m.;3.20;19.28;-104.97;31.00;CIHUATLAN;JAL
16/08/2022;09:51:42 a. m.;3.50;16.58;-98.46;5.00;OMETEPEC;GRO
16/08/2022;10:18:38 a. m.;3.70;16.43;-98.20;17.00;PINOTEPA NACIONAL;OAX
16/08/2022;10:54:58 a. m.;3.70;16.38;-94.50;95.00;UNION HIDALGO;OAX
16/08/2022;11:08:40 a. m.;3.20;19.15;-103.38;5.00;TECALITLAN;JAL
16/08/2022;11:24:35 a. m.;3.80;15.96;-93.91;92.00;TONALA;CHIS
16/08/2022;11:34:41 a. m.;3.10;16.15;-97.91;5.00;PINOTEPA NACIONAL;OAX
16/08/2022;11:38:47 a. m.;4.00;28.30;-108.00;10.00;MADERA;CHIH
16/08/2022;12:00:47 p. m.;3.60;16.20;-95.48;22.00;TEHUANTEPEC;OAX
16/08/2022;01:04:12 p. m.;4.00;15.23;-94.56;27.00;SALINA CRUZ;OAX
16/08/2022;01:14:42 p. m.;3.70;15.70;-97.21;5.00;PUERTO ESCONDIDO;OAX
16/08/2022;01:41:39 p. m.;3.40;16.23;-97.64;32.00;RIO GRANDE;OAX
