Fecha;Hora;Magnitud;Latitud;Longitud;Profundidad;localizacion;Estado
23/08/2022;03:11:19 a. m.;3.70;16.09;-93.84;71.00;TONALA;CHIS
23/08/2022;03:37:52 a. m.;3.30;16.04;-98.48;10.00;PINOTEPA NACIONAL;OAX
23/08/2022;03:55:16 a. m.;3.50;15.75;-96.95;25.00;PUERTO ESCONDIDO;OAX
23/08/2022;04:51:28 a. m.;3.50;19.37;-103.43;54.00;TECALITLAN;JAL
23/08/2022;05:03:42 a. m.;3.20;18.76;-103.44;5.00;COALCOMAN;MICH
23/08/2022;05:15:17 a. m.;3.60;16.65;-95.85;5.00;TEHUANTEPEC;OAX
23/08/2022;05:43:45 a. m.;3.80;16.94;-100.02;22.00;COYUCA DE BENITEZ;GRO
23/08/2022;05:49:27 a. m.;3.20;16.19;-97.59;12.00;RIO GRANDE;OAX
23/08/2022;05:52:29 a. m.;3.40;16.74;-98.47;9.00;OMETEPEC;GRO
23/08/2022;05:52:30 a. m.;3.50;16.72;-98.46;7.00;OMETEPEC;GRO
23/08/2022;05:59:32 a. m.;3.40;15.80;-94.34;16.00;ARRIAGA ;CHIS
23/08/2022;06:40:38 a. m.;3.50;31.56;-115.60;18.00;GPE VICTORIA(KM.43);BC
23/08/2022;06:55:52 a. m.;3.50;19.31;-104.06;10.00;COQUIMATLAN;COL
23/08/2022;06:59:40 a. m.;3.80;16.65;-94.79;101.00;UNION HIDALGO;OAX
23/08/2022;07:32:41 a. m.;4.00;14.99;-94.52;16.00;TONALA;CHIS
23/08/2022;07:43:26 a. m.;3.10;31.10;-115.41;15.00;SAN FELIPE;BC
23/08/2022;08:00:18 a. m.;3.50;19.40;-105.42;5.00;CIHUATLAN;JAL
23/08/2022;08:02:01 a. m.;3.50;19.40;-105.42;5.00;CIHUATLAN;JAL
23/08/2022;08:18:20 a. m.;3.40;15.93;-96.84;6.00;PUERTO ESCONDIDO;OAX
23/08/2022;08:52:52 a. m.;3.60;16.61;-98.97;36.00;SAN MARCOS;GRO
23/08/2022;09:08:06 a. m.;3.30;17.13;-99.98;29.00;COYUCA DE BENITEZ;GRO
23/08/2022;09:10:13 a. m.;3.30;31.43;-115.54;5.00;SAN FELIPE;BC
23/08/2022;09:28:22 a. m.;3.90;13.79;-93.00;10.00;CD HIDALGO;CHIS
23/08/2022;09:37:38 a. m.;3.20;17.09;-100.14;35.00;COYUCA DE BENITEZ;GRO
23/08/2022;10:04:43 a. m.;3.70;30.54;-114.11;10.00;SAN FELIPE;BC
23/08/2022;10:13:52 a. m.;4.20;17.74;-99.44;54.00;ZUMPANGO DEL RIO;GRO
23/08/2022;10:21:36 a. m.;2.90;16.94;-99.72;37.00;ACAPULCO;GRO
23/08/2022;10:24:26 a. m.;3.60;18.48;-105.68;10.00;CIHUATLAN;JAL
23/08/2022;11:00:11 a. m.;3.40;19.54;-103.72;13.00;VILLA DE ALVAREZ;COL
23/08/2022;11:04:32 a. m.;3.50;17.00;-100.46;12.00;ATOYAC DE ALVAREZ;GRO
23/08/2022;11:09:27 a. m.;3.70;19.41;-105.42;5.00;CIHUATLAN;JAL
23/08/2022;12:00:32 p. m.;3.70;19.41;-105.42;4.00;CIHUATLAN;JAL
23/08/2022;12:18:41 p. m.;3.40;19.39;-105.57;17.00;CIHUATLAN;JAL
23/08/2022;12:22:44 p. m.;3.20;16.48;-98.46;15.00;OMETEPEC;GRO
23/08/2022;12:27:35 p. m.;3.70;15.86;-97.03;7.00;PUERTO ESCONDIDO;OAX
23/08/2022;12:31:20 p. m.;3.40;19.83;-104.02;32.00;EL GRULLO;JAL
23/08/2022;12:49:01 p. m.;3.40;31.42;-115.50;4.00;SAN FELIPE;BC
23/08/2022;02:07:00 p. m.;3.90;14.19;-91.75;65.00;CD HIDALGO;CHIS
23/08/2022;02:12:45 p. m.;2.90;14.84;-93.19;43.00;MAPASTEPEC;CHIS
23/08/2022;02:42:11 p. m.;3.00;16.28;-98.30;6.00;PINOTEPA NACIONAL;OAX
23/08/2022;03:28:38 p. m.;3.80;16.44;-94.87;16.00;UNION HIDALGO;OAX
23/08/2022;04:16:15 p. m.;3.20;14.01;-91.56;85.00;CD HIDALGO;CHIS
23/08/2022;04:21:25 p. m.;3.30;16.26;-98.08;14.00;PINOTEPA NACIONAL;OAX
23/08/2022;04:34:50 p. m.;3.90;15.67;-95.32;16.00;SALINA CRUZ;OAX
23/08/2022;05:03:51 p. m.;3.90;15.16;-94.28;16.00;TONALA;CHIS
23/08/2022;05:10:50 p. m.;3.50;19.43;-104.10;5.00;COQUIMATLAN;COL
23/08/2022;05:58:08 p. m.;2.90;31.54;-115.62;14.00;RODOLFO SANCHEZ T(MRO);BC
23/08/2022;06:19:56 p. m.;3.40;16.87;-94.80;117.00;MATIAS ROMERO;OAX
23/08/2022;08:26:53 p. m.;4.70;16.73;-99.76;10.00;ACAPULCO;GRO
23/08/2022;08:43:58 p. m.;3.40;17.34;-96.58;74.00;STA LUCIA DEL CAMINO;OAX
23/08/2022;09:19:47 p. m.;3.50;16.75;-99.79;11.00;ACAPULCO;GRO
23/08/2022;09:38:23 p. m.;2.80;18.26;-98.56;38.00;CHIAUTLA DE TAPIA;PUE
23/08/2022;09:59:29 p. m.;3.90;16.74;-94.09;133.00;CINTALAPA;CHIS
23/08/2022;11:06:08 p. m.;3.90;16.26;-95.56;8.00;TEHUANTEPEC;OAX
23/08/2022;11:23:21 p. m.;3.40;19.77;-104.12;4.00;EL GRULLO;JAL
24/08/2022;12:05:28 a. m.;3.20;19.37;-104.48;69.00;CIHUATLAN;JAL
24/08/2022;12:08:56 a. m.;3.30;19.35;-104.44;11.00;CIHUATLAN;JAL
24/08/2022;12:33:45 a. m.;3.80;16.29;-98.28;9.00;PINOTEPA NACIONAL;OAX
24/08/2022;12:52:41 a. m.;3.80;17.57;-103.34;10.00;LA MIRA;MICH
24/08/2022;01:13:39 a. m.;3.30;31.24;-115.38;11.00;SAN FELIPE;BC
24/08/2022;01:54:46 a. m.;3.60;18.23;-104.63;10.00;MANZANILLO;COL
24/08/2022;01:59:31 a. m.;3.60;18.23;-104.63;10.00;MANZANILLO;COL
24/08/2022;02:05:16 a. m.;4.20;14.34;-94.41;10.00;PIJIJIAPAN;CHIS
24/08/2022;02:15:18 a. m.;3.10;16.95;-99.81;5.00;ACAPULCO;GRO
24/08/2022;02:19:26 a. m.;4.10;17.70;-94.62;172.00;JALTIPAN DE MORELOS;VER
24/08/2022;03:09:43 a. m.;3.50;16.24;-98.05;8.00;PINOTEPA NACIONAL;OAX
24/08/2022;03:24:13 a. m.;4.00;17.03;-94.88;130.00;MATIAS ROMERO;OAX
24/08/2022;03:30:04 a. m.;3.50;19.14;-105.57;11.00;CIHUATLAN;JAL
24/08/2022;04:29:18 a. m.;3.30;16.02;-97.63;16.00;RIO GRANDE;OAX
24/08/2022;04:38:10 a. m.;3.30;18.89;-98.97;5.00;CUAUTLA;MOR
24/08/2022;04:42:12 a. m.;3.40;19.56;-104.33;28.00;CASIMIRO CASTILLO;JAL
24/08/2022;04:51:42 a. m.;3.40;19.87;-104.41;55.00;AUTLAN DE NAVARRO;JAL
24/08/2022;05:10:18 a. m.;3.90;15.84;-95.92;53.00;CRUCECITA;OAX
24/08/2022;05:17:41 a. m.;3.10;19.23;-104.41;31.00;CIHUATLAN;JAL
24/08/2022;05:26:18 a. m.;3.80;16.91;-99.75;27.00;ACAPULCO;GRO
24/08/2022;05:42:43 a. m.;3.40;19.37;-104.01;31.00;COQUIMATLAN;COL
24/08/2022;06:00:09 a. m.;3.90;14.74;-93.67;16.00;MAPASTEPEC;CHIS
24/08/2022;06:05:40 a. m.;3.30;19.60;-104.29;49.00;CASIMIRO CASTILLO;JAL
24/08/2022;06:30:16 a. m.;3.90;14.08;-92.13;22.00;CD HIDALGO;CHIS
24/08/2022;06:39:25 a. m.;3.30;31.53;-115.61;19.00;SAN FELIPE;BC
24/08/2022;06:47:05 a. m.;3.80;18.50;-101.49;85.00;HUETAMO;MICH
24/08/2022;07:03:36 a. m.;3.40;19.32;-104.13;74.00;COQUIMATLAN;COL
24/08/2022;07:16:15 a. m.;3.30;16.97;-99.87;5.00;ACAPULCO;GRO
24/08/2022;07:28:37 a. m.;2.30;18.92;-98.54;4.00;ATLIXCO;PUE
24/08/2022;07:33:36 a. m.;4.50;15.22;-94.83;17.00;SALINA CRUZ;OAX
24/08/2022;07:40:04 a. m.;3.70;16.14;-99.22;5.00;SAN MARCOS;GRO
24/08/2022;08:55:01 a. m.;3.00;16.28;-97.96;32.00;PINOTEPA NACIONAL;OAX
24/08/2022;09:04:47 a. m.;2.50;16.83;-99.42;15.00;SAN MARCOS;GRO
24/08/2022;09:31:18 a. m.;3.70;19.27;-102.73;4.00;TEPALCATEPEC;MICH
24/08/2022;09:31:48 a. m.;3.50;25.52;-100.81;5.00;RAMOS ARIZPE;COAH
24/08/2022;09:34:47 a. m.;3.90;17.41;-95.37;115.00;J RODRIGUEZ CLARA;VER
24/08/2022;09:42:23 a. m.;3.00;16.85;-99.75;36.00;ACAPULCO;GRO
24/08/2022;10:13:09 a. m.;3.10;16.31;-97.89;3.00;PINOTEPA NACIONAL;OAX
24/08/2022;10:14:35 a. m.;3.40;15.94;-96.44;60.00;S PEDRO POCHUTLA;OAX
24/08/2022;10:21:26 a. m.;2.70;16.60;-99.20;14.00;SAN MARCOS;GRO
24/08/2022;10:46:08 a. m.;3.60;18.61;-101.40;76.00;HUETAMO;MICH
24/08/2022;10:56:17 a. m.;3.20;19.17;-104.84;6.00;CIHUATLAN;JAL
24/08/2022;11:18:52 a. m.;4.30;18.26;-93.12;5.00;JALPA DE MENDEZ;TAB
24/08/2022;12:13:43 p. m.;3.10;16.24;-97.99;5.00;PINOTEPA NACIONAL;OAX
24/08/2022;12:47:20 p. m.;3.30;16.11;-97.00;29.00;PUERTO ESCONDIDO;OAX
24/08/2022;01:13:19 p. m.;3.60;20.17;-97.46;100.00;PAPANTLA;VER
24/08/2022;01:15:04 p. m.;3.30;16.19;-98.09;8.00;PINOTEPA NACIONAL;OAX
24/08/2022;01:18:57 p. m.;3.10;16.28;-98.02;5.00;PINOTEPA NACIONAL;OAX
24/08/2022;01:41:44 p. m.;3.20;16.24;-98.02;14.00;PINOTEPA NACIONAL;OAX
24/08/2022;01:50:09 p. m.;4.20;16.46;-95.28;82.00;TEHUANTEPEC;OAX
24/08/2022;02:12:04 p. m.;3.10;16.22;-98.08;10.00;PINOTEPA NACIONAL;OAX
24/08/2022;02:39:53 p. m.;3.40;16.08;-97.14;27.00;PUERTO ESCONDIDO;OAX
24/08/2022;03:29:38 p. m.;3.60;16.29;-97.99;2.00;PINOTEPA NACIONAL;OAX
24/08/2022;04:03:21 p. m.;3.30;19.52;-103.95;31.00;VILLA DE ALVAREZ;COL
24/08/2022;04:52:50 p. m.;3.80;16.00;-95.01;27.00;SALINA CRUZ;OAX
24/08/2022;05:32:36 p. m.;3.40;19.18;-104.77;35.00;CIHUATLAN;JAL
24/08/2022;06:04:23 p. m.;3.30;16.77;-99.68;26.00;ACAPULCO;GRO
24/08/2022;06:08:18 p. m.;3.90;14.81;-93.77;16.00;PIJIJIAPAN;CHIS
24/08/2022;07:25:38 p. m.;3.30;16.37;-98.33;11.00;PINOTEPA NACIONAL;OAX
24/08/2022;07:28:31 p. m.;3.30;16.29;-98.11;13.00;PINOTEPA NACIONAL;OAX
24/08/2022;08:39:33 p. m.;3.80;16.10;-94.98;17.00;SALINA CRUZ;OAX
24/08/2022;09:26:28 p. m.;3.70;16.33;-95.50;73.00;TEHUANTEPEC;OAX
24/08/2022;10:02:21 p. m.;3.70;15.83;-95.04;15.00;SALINA CRUZ;OAX
24/08/2022;10:07:01 p. m.;3.30;16.29;-98.30;7.00;PINOTEPA NACIONAL;OAX
24/08/2022;10:10:38 p. m.;3.20;17.07;-99.97;42.00;COYUCA DE BENITEZ;GRO
24/08/2022;10:28:19 p. m.;3.70;15.92;-94.90;16.00;SALINA CRUZ;OAX
24/08/2022;11:10:41 p. m.;3.40;16.35;-97.87;6.00;PINOTEPA NACIONAL;OAX
24/08/2022;11:12:03 p. m.;3.30;16.34;-97.87;5.00;PINOTEPA NACIONAL;OAX
24/08/2022;11:14:31 p. m.;3.40;19.45;-105.39;2.00;CIHUATLAN;JAL
24/08/2022;11:15:24 p. m.;3.60;15.64;-93.58;4.00;PIJIJIAPAN;CHIS
24/08/2022;11:20:10 p. m.;3.40;19.44;-105.36;4.00;CIHUATLAN;JAL
24/08/2022;11:21:34 p. m.;3.20;19.45;-105.36;3.00;CIHUATLAN;JAL
24/08/2022;11:23:28 p. m.;3.30;19.45;-105.36;4.00;CIHUATLAN;JAL
24/08/2022;11:30:58 p. m.;3.70;18.46;-105.59;10.00;CIHUATLAN;JAL
24/08/2022;11:35:08 p. m.;3.80;21.33;-106.86;10.00;V HIDALGO(EL NUEVO);NAY
24/08/2022;11:46:09 p. m.;3.50;27.41;-111.43;20.00;H GUAYMAS;SON
24/08/2022;11:47:06 p. m.;3.30;31.85;-115.77;20.00;RODOLFO SANCHEZ T(MRO);BC
24/08/2022;11:59:13 p. m.;3.40;19.46;-105.36;4.00;CIHUATLAN;JAL
25/08/2022;12:07:18 a. m.;3.60;19.48;-105.37;1.00;CIHUATLAN;JAL
25/08/2022;12:14:31 a. m.;3.10;16.13;-97.17;34.00;RIO GRANDE;OAX
25/08/2022;12:15:19 a. m.;3.20;16.13;-97.16;34.00;PUERTO ESCONDIDO;OAX
25/08/2022;01:03:15 a. m.;3.20;16.30;-97.87;7.00;PINOTEPA NACIONAL;OAX
25/08/2022;01:06:08 a. m.;3.20;15.54;-97.88;17.00;RIO GRANDE;OAX
25/08/2022;01:21:23 a. m.;3.60;15.72;-93.82;79.00;TONALA;CHIS
25/08/2022;01:23:36 a. m.;3.50;15.09;-96.05;27.00;CRUCECITA;OAX
25/08/2022;01:33:44 a. m.;3.50;17.11;-95.53;102.00;MATIAS ROMERO;OAX
25/08/2022;02:23:01 a. m.;4.10;16.57;-100.46;17.00;COYUCA DE BENITEZ;GRO
25/08/2022;02:27:51 a. m.;3.50;17.33;-94.57;133.00;MATIAS ROMERO;OAX
25/08/2022;02:29:12 a. m.;3.90;16.20;-98.09;6.00;PINOTEPA NACIONAL;OAX
25/08/2022;02:45:33 a. m.;3.90;13.74;-93.46;23.00;CD HIDALGO;CHIS
25/08/2022;02:51:51 a. m.;3.60;15.27;-95.93;17.00;CRUCECITA;OAX
25/08/2022;03:01:43 a. m.;3.60;19.11;-104.51;41.00;CIHUATLAN;JAL
25/08/2022;03:08:57 a. m.;3.90;19.45;-108.24;20.00;PUERTO VALLARTA;JAL
25/08/2022;03:53:41 a. m.;3.90;27.33;-111.28;20.00;H GUAYMAS;SON
25/08/2022;03:57:18 a. m.;3.50;19.07;-105.17;5.00;CIHUATLAN;JAL
25/08/2022;04:15:09 a. m.;3.50;28.01;-112.24;11.00;SANTA ROSALIA;BCS
25/08/2022;04:19:31 a. m.;4.00;16.57;-100.40;3.00;COYUCA DE BENITEZ;GRO
25/08/2022;04:34:04 a. m.;3.20;19.34;-103.96;34.00;COQUIMATLAN;COL
25/08/2022;04:34:08 a. m.;3.30;32.44;-115.09;12.00;GPE VICTORIA(KM.43);BC
25/08/2022;04:45:45 a. m.;3.50;15.83;-95.07;16.00;SALINA CRUZ;OAX
25/08/2022;04:53:42 a. m.;3.90;15.43;-94.83;35.00;SALINA CRUZ;OAX
25/08/2022;04:59:18 a. m.;3.10;16.07;-97.51;29.00;RIO GRANDE;OAX
25/08/2022;05:45:11 a. m.;4.00;16.59;-100.38;3.00;COYUCA DE BENITEZ;GRO
25/08/2022;07:14:42 a. m.;3.90;18.84;-106.28;10.00;CIHUATLAN;JAL
25/08/2022;07:25:15 a. m.;3.50;18.40;-105.58;10.00;CIHUATLAN;JAL
25/08/2022;08:12:46 a. m.;3.70;19.47;-105.38;5.00;CIHUATLAN;JAL
25/08/2022;08:13:52 a. m.;3.70;32.11;-116.83;17.00;PLAYAS DE ROSARITO;BC
25/08/2022;08:32:12 a. m.;3.10;16.07;-97.67;13.00;RIO GRANDE;OAX
25/08/2022;08:53:04 a. m.;3.60;18.38;-105.58;16.00;CIHUATLAN;JAL
25/08/2022;08:53:38 a. m.;3.70;27.89;-111.99;30.00;SANTA ROSALIA;BCS
25/08/2022;09:02:51 a. m.;3.50;16.10;-97.50;31.00;RIO GRANDE;OAX
25/08/2022;09:15:58 a. m.;3.80;25.26;-106.79;5.00;CULIACAN;SIN
25/08/2022;09:52:40 a. m.;3.20;16.44;-98.47;27.00;OMETEPEC;GRO
25/08/2022;11:09:58 a. m.;3.70;27.54;-111.55;10.00;SANTA ROSALIA;BCS
25/08/2022;11:29:28 a. m.;3.50;15.79;-97.69;16.00;RIO GRANDE;OAX
25/08/2022;11:40:13 a. m.;3.30;16.34;-98.16;15.00;PINOTEPA NACIONAL;OAX
25/08/2022;12:19:09 p. m.;4.30;28.70;-104.55;5.00;MANUEL OJINAGA;CHIH
25/08/2022;12:37:24 p. m.;3.40;16.15;-97.57;17.00;RIO GRANDE;OAX
25/08/2022;02:49:10 p. m.;3.30;16.09;-98.36;4.00;PINOTEPA NACIONAL;OAX
25/08/2022;02:50:55 p. m.;3.10;16.53;-99.26;8.00;SAN MARCOS;GRO
25/08/2022;03:00:13 p. m.;3.20;17.68;-100.53;35.00;TECPAN;GRO
25/08/2022;04:28:16 p. m.;4.10;17.23;-99.92;31.00;COYUCA DE BENITEZ;GRO
25/08/2022;04:50:41 p. m.;3.70;30.54;-111.01;14.00;MAGDALENA DE KINO;SON
25/08/2022;05:24:07 p. m.;3.40;19.68;-103.90;9.00;EL GRULLO;JAL
25/08/2022;05:26:52 p. m.;3.50;16.23;-97.49;22.00;RIO GRANDE;OAX
25/08/2022;05:34:41 p. m.;3.60;16.14;-95.53;18.00;SALINA CRUZ;OAX
25/08/2022;06:07:39 p. m.;2.90;15.96;-97.50;16.00;RIO GRANDE;OAX
25/08/2022;06:13:44 p. m.;3.40;30.30;-109.48;2.00;NACOZARI DE GARCIA;SON
25/08/2022;06:35:32 p. m.;3.50;18.18;-102.01;30.00;LAS GUACAMAYAS;MICH
25/08/2022;08:52:01 p. m.;3.20;17.08;-100.11;46.00;COYUCA DE BENITEZ;GRO
25/08/2022;11:11:30 p. m.;3.90;16.71;-93.82;142.00;CINTALAPA;CHIS
26/08/2022;12:33:58 a. m.;3.40;16.79;-100.17;8.00;COYUCA DE BENITEZ;GRO
26/08/2022;12:51:32 a. m.;3.50;19.69;-105.47;4.00;PUERTO VALLARTA;JAL
26/08/2022;12:59:55 a. m.;3.70;15.43;-96.84;11.00;S PEDRO POCHUTLA;OAX
26/08/2022;01:11:12 a. m.;3.80;16.61;-100.45;5.00;COYUCA DE BENITEZ;GRO
26/08/2022;02:21:08 a. m.;3.50;16.13;-97.70;13.00;RIO GRANDE;OAX
26/08/2022;02:22:12 a. m.;3.70;16.60;-100.47;10.00;COYUCA DE BENITEZ;GRO
26/08/2022;03:16:14 a. m.;3.00;19.22;-104.96;2.00;CIHUATLAN;JAL
26/08/2022;03:40:21 a. m.;3.40;17.09;-99.92;5.00;COYUCA DE BENITEZ;GRO
26/08/2022;04:09:41 a. m.;4.10;16.64;-100.45;10.00;COYUCA DE BENITEZ;GRO
26/08/2022;04:14:25 a. m.;4.40;17.21;-101.45;17.00;PETATLAN;GRO
26/08/2022;05:11:55 a. m.;3.80;16.75;-99.75;15.00;ACAPULCO;GRO
26/08/2022;06:23:46 a. m.;1.40;22.72;-102.59;2.00;ZACATECAS;ZAC
26/08/2022;06:29:26 a. m.;3.50;15.98;-98.82;16.00;OMETEPEC;GRO
26/08/2022;07:06:43 a. m.;2.90;19.08;-104.56;39.00;CIHUATLAN;JAL
26/08/2022;07:15:52 a. m.;3.10;16.56;-99.62;6.00;SAN MARCOS;GRO
26/08/2022;08:30:28 a. m.;3.40;18.20;-103.39;13.00;COALCOMAN;MICH
26/08/2022;09:06:38 a. m.;3.60;16.21;-97.85;11.00;PINOTEPA NACIONAL;OAX
26/08/2022;10:48:00 a. m.;3.50;17.65;-94.94;133.00;SAYULA DE ALEMAN;VER
26/08/2022;11:14:48 a. m.;3.20;16.81;-98.23;10.00;OMETEPEC;GRO
26/08/2022;11:46:19 a. m.;2.60;16.97;-99.63;31.00;ACAPULCO;GRO
26/08/2022;12:10:18 p. m.;3.70;16.22;-98.04;4.00;PINOTEPA NACIONAL;OAX
26/08/2022;02:13:48 p. m.;3.50;19.10;-105.28;5.00;CIHUATLAN;JAL
26/08/2022;02:36:50 p. m.;3.70;16.13;-96.94;5.00;PUERTO ESCONDIDO;OAX
26/08/2022;03:29:18 p. m.;4.10;30.88;-114.48;7.00;SAN FELIPE;BC
26/08/2022;03:57:42 p. m.;3.40;16.49;-98.54;16.00;OMETEPEC;GRO
26/08/2022;04:05:39 p. m.;3.00;19.11;-103.98;34.00;CD DE ARMERIA;COL
26/08/2022;04:56:07 p. m.;4.00;15.13;-95.06;30.00;SALINA CRUZ;OAX
26/08/2022;06:09:22 p. m.;1.80;22.80;-102.59;2.00;ZACATECAS;ZAC
26/08/2022;06:35:41 p. m.;3.20;16.09;-97.60;15.00;RIO GRANDE;OAX
26/08/2022;06:35:41 p. m.;3.50;16.09;-97.59;16.00;RIO GRANDE;OAX
26/08/2022;07:18:20 p. m.;3.20;16.07;-97.53;16.00;RIO GRANDE;OAX
26/08/2022;09:31:13 p. m.;3.80;30.68;-115.94;24.00;VICENTE GUERRERO;BC
26/08/2022;09:37:32 p. m.;2.30;20.24;-99.23;5.00;MIXQUIAHUALA;HGO
26/08/2022;09:47:23 p. m.;2.70;22.80;-102.59;2.00;ZACATECAS;ZAC
26/08/2022;09:50:05 p. m.;3.50;19.91;-104.39;49.00;AUTLAN DE NAVARRO;JAL
26/08/2022;09:55:12 p. m.;3.80;17.99;-100.49;52.00;ARCELIA;GRO
26/08/2022;10:06:32 p. m.;3.30;16.19;-98.05;2.00;PINOTEPA NACIONAL;OAX
26/08/2022;10:47:04 p. m.;3.50;19.48;-105.34;5.00;CIHUATLAN;JAL
26/08/2022;11:35:06 p. m.;1.90;22.80;-102.60;2.00;ZACATECAS;ZAC
